fighter_name,Stance,DOB,Height(cm),Weight(kg),Reach(cm)
Shoji Maruyama,Orthodox,1983-04-24,170.18,63.049288,174.0709
Shonie Carter,Southpaw,1972-05-03,177.8,77.11064,182.11
Shungo Oyama,Southpaw,1974-04-11,180.34,83.91452,184.7897
Shunichi Shimizu,Orthodox,1985-01-31,165.1,61.23492,168.7115
Siala Siliga,Orthodox,1970-10-08,185.42,131.54167999999999,190.14909999999998
Sidney Outlaw,Orthodox,1992-04-11,172.72,77.11064,176.7506
Sidney Silva,Southpaw,1972-02-27,190.5,77.11064,195.5085
Sijara Eubanks,Orthodox,1985-04-27,162.56,61.23492,166.0318
Silvana Juarez,Orthodox,1984-06-12,160.02,56.699,163.3521
Simeon Thoresen,Orthodox,1984-03-14,185.42,77.11064,190.14909999999998
Sione Latu,Orthodox,,182.88,97.52228,187.46939999999998
Sirwan Kakai,Orthodox,1989-10-03,165.1,61.23492,168.7115
Siyar Bahadurzada,Orthodox,1984-04-17,180.34,77.11064,184.7897
Soa Palelei,Orthodox,1977-07-12,193.04,120.20188,198.1882
Sodiq Yusuff,Orthodox,1993-05-19,175.26,65.77083999999999,179.4303
Soichi Nishida,Orthodox,,180.34,145.14944,184.7897
Sokun Koh,Orthodox,,185.42,92.98636,190.14909999999998
Solomon Hutcherson,Southpaw,1972-08-31,180.34,83.91452,184.7897
Song Kenan,Orthodox,1990-03-10,182.88,77.11064,187.46939999999998
Song Yadong,Orthodox,1997-12-02,172.72,61.23492,176.7506
Spencer Fisher,Southpaw,1976-05-09,170.18,70.30676,174.0709
Spencer Hearns,Orthodox,,180.34,83.91452,184.7897
Stanislav Nedkov,Orthodox,1981-12-09,180.34,92.98636,184.7897
Stefan Klever,Orthodox,,,83.91452,
Stefan Leko,Orthodox,1974-06-03,187.96,97.52228,192.8288
Stefan Sekulic,Southpaw,1992-02-12,182.88,77.11064,187.46939999999998
Stefan Struve,Orthodox,1988-02-18,210.82,120.20188,216.94609999999997
Stephan Bonnar,Orthodox,1977-04-04,193.04,92.98636,198.1882
Stephanie Webber,Orthodox,,167.64000000000001,61.23492,171.3912
Stephen Banaszak,Orthodox,1990-12-07,182.88,65.77083999999999,187.46939999999998
Stephen Bass,Orthodox,1982-11-14,175.26,65.77083999999999,179.4303
Stephen Ledbetter,Orthodox,1982-06-30,175.26,65.77083999999999,179.4303
Stephen Palling,Orthodox,1967-01-29,162.56,64.863656,166.0318
Stephen Regman,Orthodox,1991-08-05,180.34,70.30676,184.7897
Stephen Thompson,Orthodox,1983-02-11,182.88,77.11064,187.46939999999998
Sterling Ford,Orthodox,1986-03-12,177.8,70.30676,182.11
Steve Berger,Orthodox,1973-05-20,180.34,77.11064,184.7897
Steve Bosse,Orthodox,1981-07-29,180.34,92.98636,184.7897
Steve Bruno,Orthodox,1981-11-03,177.8,77.11064,182.11
Steve Byrnes,Orthodox,,182.88,77.11064,187.46939999999998
Steve Cantwell,Orthodox,1986-12-08,187.96,83.91452,192.8288
Steve Garcia,Orthodox,1992-05-22,182.88,61.23492,187.46939999999998
Steve Hadsel,Orthodox,,172.72,77.11064,176.7506
Steve Jennum,Orthodox,,177.8,97.52228,182.11
Steve Judson,Orthodox,,180.34,104.32616,184.7897
Steve Kennedy,Orthodox,1983-03-07,180.34,77.11064,184.7897
Steve Kozola,Orthodox,,,70.30676,
Steve Lopez,Orthodox,1984-07-30,180.34,70.30676,184.7897
Steve Mann,Orthodox,,185.42,77.11064,190.14909999999998
Steve Mensing,Orthodox,1977-12-06,180.34,83.91452,184.7897
Steve Montgomery,Southpaw,1990-12-19,193.04,83.91452,198.1882
Steve Nelmark,Orthodox,,182.88,108.86207999999999,187.46939999999998
Steve Ramirez,Orthodox,,170.18,56.699,174.0709
Steve Steinbeiss,Orthodox,1981-05-05,190.5,83.91452,195.5085
Steve Vigneault,Orthodox,1978-02-14,177.8,83.91452,182.11
Steve White,Orthodox,,180.34,79.3786,184.7897
Steven Ciaccio,Orthodox,,182.88,77.11064,187.46939999999998
Steven Graham,Orthodox,,185.42,131.54167999999999,190.14909999999998
Steven Nguyen,Orthodox,1993-05-19,180.34,65.77083999999999,184.7897
Steven Peterson,Orthodox,1990-05-29,177.8,65.77083999999999,182.11
Steven Siler,Orthodox,1987-02-15,180.34,65.77083999999999,184.7897
Stevie Lynch,Orthodox,,177.8,77.11064,182.11
Stevie Ray,Southpaw,1990-03-25,177.8,70.30676,182.11
Stipe Miocic,Orthodox,1982-08-19,193.04,108.86207999999999,198.1882
Stoney Hale,Orthodox,1979-10-18,182.88,,187.46939999999998
Su Mudaerji,Southpaw,1996-01-20,172.72,61.23492,176.7506
Sultan Aliev,Orthodox,1984-09-17,180.34,77.11064,184.7897
Suman Mokhtarian,Orthodox,1992-06-13,177.8,65.77083999999999,182.11
Sung Bin Jo,Orthodox,1992-07-17,182.88,65.77083999999999,187.46939999999998
Syuri Kondo,Orthodox,1989-02-08,162.56,52.16308,166.0318
TJ Cook,Orthodox,1982-09-08,,92.98636,
TJ Dillashaw,Orthodox,1986-02-07,167.64000000000001,56.699,171.3912
TJ Grant,Orthodox,1984-02-26,177.8,70.30676,182.11
TJ Hepburn,Orthodox,,170.18,70.30676,174.0709
TJ O'Brien,Orthodox,1987-01-01,187.96,70.30676,192.8288
TJ Waldburger,Orthodox,1988-04-25,180.34,77.11064,184.7897
Tadao Yasuda,Orthodox,1963-10-09,193.04,140.61352,198.1882
Tae Hyun Bang,Switch,1983-04-15,175.26,70.30676,179.4303
Tae Hyun Lee,Orthodox,1975-01-17,198.12,133.80964,203.5476
Tai Bowden,Orthodox,,180.34,104.32616,184.7897
Tai Tuivasa,Southpaw,1993-03-16,187.96,119.748288,192.8288
Taiei Kin,Orthodox,1970-07-08,180.34,83.91452,184.7897
Taila Santos,Orthodox,1993-06-22,165.1,56.699,168.7115
Takafumi Otsuka,Orthodox,,167.64000000000001,63.049288,171.3912
Takahiro Oba,Southpaw,,172.72,90.7184,176.7506
Takanori Gomi,Southpaw,1978-09-22,170.18,70.30676,174.0709
Takashi Sato,Southpaw,1990-06-09,177.8,77.11064,182.11
Takashi Sugiura,Southpaw,1970-05-31,180.34,102.0582,184.7897
Takayo Hashi,Orthodox,1977-10-02,162.56,61.23492,166.0318
Takayuki Okada,Orthodox,,185.42,131.54167999999999,190.14909999999998
Takenori Sato,Southpaw,1985-06-08,177.8,77.11064,182.11
Takeshi Inoue,Orthodox,1980-03-18,172.72,65.77083999999999,176.7506
Takeshi Yamazaki,Southpaw,,172.72,63.049288,176.7506
Takeya Mizugaki,Orthodox,1983-12-16,170.18,61.23492,174.0709
Talita Bernardo,Orthodox,1987-03-04,162.56,61.23492,166.0318
Talita Nogueira,Orthodox,1985-10-13,177.8,65.77083999999999,182.11
Tamdan McCrory,Switch,1986-11-05,193.04,83.91452,198.1882
Tanner Boser,Orthodox,1991-08-02,187.96,117.026736,192.8288
Tarec Saffiedine,Switch,1986-09-06,177.8,77.11064,182.11
Tateki Matsuda,Orthodox,1986-02-27,170.18,56.699,174.0709
Tatiana Suarez,Orthodox,1990-12-19,165.1,52.16308,168.7115
Tatsuya Iwasaki,Orthodox,,175.26,92.98636,179.4303
Tatsuya Kawajiri,Orthodox,1978-05-08,170.18,65.77083999999999,174.0709
Tatsuya Mizuno,Southpaw,1981-06-02,185.42,92.98636,190.14909999999998
Taylor Lapilus,Southpaw,1992-04-08,167.64000000000001,61.23492,171.3912
Taylor Roberts,Orthodox,,180.34,77.11064,184.7897
Te Edwards,Orthodox,1990-09-11,172.72,70.30676,176.7506
Tebaris Gordon,Orthodox,1988-07-19,185.42,120.20188,190.14909999999998
Tecia Torres,Orthodox,1989-08-16,154.94,52.16308,157.99269999999999
Tedd Williams,Orthodox,1969-12-19,185.42,124.7378,190.14909999999998
Teemu Packalen,Orthodox,1987-05-22,185.42,70.30676,190.14909999999998
Teila Tuli,Orthodox,1969-06-14,182.88,195.04456,187.46939999999998
Terrance McKinney,Orthodox,1994-09-15,,70.30676,
Terrell Brown,Orthodox,1983-04-13,,83.91452,
Terrion Ware,Orthodox,1986-03-31,172.72,61.23492,176.7506
Terry Etim,Orthodox,1986-01-11,185.42,70.30676,190.14909999999998
Terry Martin,Orthodox,1980-10-10,172.72,83.91452,176.7506
Teruto Ishihara,Southpaw,1991-07-23,170.18,61.23492,174.0709
Tetsuji Kato,Orthodox,,,70.30676,
Thaddeus Luster,Orthodox,,190.5,95.25431999999999,195.5085
Thales Leites,Orthodox,1981-09-06,185.42,83.91452,190.14909999999998
Thanh Le,Orthodox,1985-08-28,175.26,65.77083999999999,179.4303
Thiago Alves,Orthodox,1983-10-03,175.26,77.11064,179.4303
Thiago Moises,Orthodox,1995-03-23,175.26,70.30676,179.4303
Thiago Perpetuo,Orthodox,1987-12-14,177.8,77.11064,182.11
Thiago Santos,Orthodox,1984-01-07,187.96,92.98636,192.8288
Thiago Silva,Orthodox,1982-11-12,187.96,92.98636,192.8288
Thiago Tavares,Orthodox,1984-11-08,170.18,65.77083999999999,174.0709
Thibault Gouti,Orthodox,1987-02-27,177.8,70.30676,182.11
Thomas Almeida,Southpaw,1991-07-31,170.18,61.23492,174.0709
Thomas Campbell,Orthodox,,,,
Thomas Denny,Orthodox,1971-04-19,177.8,77.11064,182.11
Thomas Diagne,Orthodox,1983-09-03,185.42,69.853168,190.14909999999998
Thomas Gifford,Orthodox,1992-07-26,185.42,70.30676,190.14909999999998
Thomas Longacre,Orthodox,,175.26,65.77083999999999,179.4303
Thomas Ramirez,Sideways,,185.42,185.97272,190.14909999999998
Tiago Trator,Orthodox,1987-04-12,175.26,65.77083999999999,179.4303
Tiequan Zhang,Orthodox,1978-07-25,172.72,70.30676,176.7506
Tiffany Masters,Orthodox,1994-07-31,160.02,52.16308,163.3521
Tiki Ghosn,Orthodox,1977-02-09,177.8,77.11064,182.11
Tim Boetsch,Orthodox,1981-01-28,182.88,83.91452,187.46939999999998
Tim Caron,Orthodox,1987-07-24,185.42,83.91452,190.14909999999998
Tim Catalfo,Orthodox,,180.34,106.59412,184.7897
Tim Credeur,Orthodox,1977-07-09,190.5,83.91452,195.5085
Tim Elliott,Southpaw,1986-12-24,170.18,61.23492,174.0709
Tim Gorman,Southpaw,1983-04-29,165.1,61.23492,168.7115
Tim Hague,Orthodox,1983-05-09,193.04,117.93392,198.1882
Tim Johnson,Southpaw,1985-03-13,190.5,120.20188,195.5085
Tim Kennedy,Orthodox,1979-09-01,180.34,83.91452,184.7897
Tim Lajcik,Orthodox,1965-06-21,185.42,102.0582,190.14909999999998
Tim McKenzie,Orthodox,1982-07-21,182.88,83.91452,187.46939999999998
Tim Means,Orthodox,1984-02-20,187.96,77.11064,192.8288
Tim Roman,Orthodox,1985-06-08,185.42,77.11064,190.14909999999998
Tim Stout,Orthodox,1979-02-09,180.34,83.91452,184.7897
Tim Sylvia,Orthodox,1976-03-05,203.2,120.20188,208.90699999999998
Tim Williams,Orthodox,1986-07-03,187.96,83.91452,192.8288
Tina Lahdemaki,Orthodox,1988-05-28,157.48000000000002,52.16308,160.6724
Tito Jones,Southpaw,1981-07-31,172.72,65.77083999999999,176.7506
Tito Ortiz,Orthodox,1975-01-23,190.5,92.98636,195.5085
Toby Misech,Southpaw,1988-03-07,172.72,65.77083999999999,176.7506
Todd Brown,Orthodox,1976-12-13,180.34,92.98636,184.7897
Todd Butler,Southpaw,,185.42,90.7184,190.14909999999998
Todd Duffee,Orthodox,1985-12-06,190.5,117.93392,195.5085
Todd Gouwenberg,Orthodox,1974-09-25,185.42,92.98636,190.14909999999998
Todd Lally,Orthodox,,170.18,65.77083999999999,174.0709
Todd Medina,Southpaw,,177.8,87.543256,182.11
Todd Moore,Southpaw,1983-12-30,175.26,77.11064,179.4303
Tokimitsu Ishizawa,Orthodox,1968-08-05,182.88,83.91452,187.46939999999998
Tom Aaron,Orthodox,1978-07-13,,70.30676,
Tom Blackledge,Orthodox,,,92.98636,
Tom Breese,Southpaw,1991-09-26,190.5,83.91452,195.5085
Tom DeBlass,Orthodox,1982-05-14,182.88,83.91452,187.46939999999998
Tom Duquesnoy,Orthodox,1993-06-21,170.18,61.23492,174.0709
Tom Egan,Orthodox,,180.34,77.11064,184.7897
Tom Erikson,Orthodox,,190.5,127.00576,195.5085
Tom Gallicchio,Southpaw,1986-09-23,177.8,77.11064,182.11
Tom Lawlor,Southpaw,1983-05-15,182.88,92.98636,187.46939999999998
Tom Murphy,Southpaw,1974-11-19,187.96,102.965384,192.8288
Tom Niinimaki,Orthodox,1982-07-25,175.26,65.77083999999999,179.4303
Tom Sauer,Orthodox,1970-11-11,185.42,119.294696,190.14909999999998
Tom Tuggle,Orthodox,,187.96,113.398,192.8288
Tom Watson,Orthodox,1982-07-13,185.42,83.91452,190.14909999999998
Tomasz Drwal,Orthodox,1982-01-22,185.42,92.98636,190.14909999999998
Tommy Hayden,Southpaw,1986-03-11,175.26,65.77083999999999,179.4303
Tommy Lee,Orthodox,1977-01-20,170.18,65.77083999999999,174.0709
Tommy Petersen,Orthodox,,,70.30676,
Tommy Speer,Orthodox,1984-08-20,177.8,77.11064,182.11
Tomohiko Hashimoto,Orthodox,,182.88,113.398,187.46939999999998
Tomomi Iwama,Orthodox,,160.02,70.30676,163.3521
Tomoya Miyashita,Southpaw,,170.18,63.049288,174.0709
Tony Bonello,Orthodox,,187.96,83.91452,192.8288
Tony DeSouza,Southpaw,1974-07-26,182.88,77.11064,187.46939999999998
Tony Ferguson,Orthodox,1984-02-12,180.34,70.30676,184.7897
Tony Fryklund,Orthodox,1971-03-26,182.88,83.91452,187.46939999999998
Tony Halme,Orthodox,1963-01-06,190.5,136.0776,195.5085
Tony Johnson,Orthodox,,185.42,120.20188,190.14909999999998
Tony Juarez,Orthodox,,,70.30676,
Tony Petarra,Orthodox,,180.34,88.904032,184.7897
Tony Sims,Southpaw,1985-10-14,180.34,70.30676,184.7897
Tony Sylvester,Southpaw,1978-01-27,185.42,102.0582,190.14909999999998
Tonya Evinger,Orthodox,1981-06-04,170.18,61.23492,174.0709
Tor Troeng,Orthodox,1983-01-25,187.96,83.91452,192.8288
Torrance Taylor,Orthodox,,170.18,70.30676,174.0709
Townsend Saunders,Orthodox,,165.1,77.11064,168.7115
Tra Telligman,Orthodox,1965-02-07,187.96,105.686936,192.8288
Tracy Cortez,Orthodox,1993-12-10,165.1,56.699,168.7115
Travis Browne,Orthodox,1982-07-17,198.12,115.66596,203.5476
Travis Calanoc,Orthodox,,172.72,65.77083999999999,176.7506
Travis Fulton,Orthodox,1977-05-29,182.88,108.86207999999999,187.46939999999998
Travis Galbraith,Orthodox,1981-05-18,182.88,77.11064,187.46939999999998
Travis Johnson,Orthodox,,,92.98636,
Travis Lutter,Orthodox,1973-05-12,180.34,83.91452,184.7897
Travis Wiuff,Orthodox,1978-03-15,190.5,92.98636,195.5085
Trenell Young,Orthodox,1976-06-19,167.64000000000001,65.77083999999999,171.3912
Trent Jenkins,Orthodox,,187.96,83.91452,192.8288
Treston Thomison,Orthodox,,172.72,65.77083999999999,176.7506
Trevin Giles,Orthodox,1992-08-06,182.88,83.91452,187.46939999999998
Trevor Harris,Orthodox,,167.64000000000001,65.77083999999999,171.3912
Trevor Prangley,Orthodox,1972-08-24,185.42,83.91452,190.14909999999998
Trevor Smith,Orthodox,1981-01-05,190.5,83.91452,195.5085
Trey Houston,Orthodox,,180.34,83.91452,184.7897
Tristan Arenal,Orthodox,,,70.30676,
Troy Mandaloniz,Orthodox,1980-02-01,175.26,77.11064,179.4303
Tsuyoshi Kohsaka,Orthodox,1970-03-06,180.34,102.0582,184.7897
Tsuyoshi Kurihara,Orthodox,1973-07-13,177.8,83.91452,182.11
Tsuyoshi Tamakairiki,Orthodox,,182.88,99.79024,187.46939999999998
Tulio Palhares,Orthodox,,,81.64656,
Turrell Galloway,Orthodox,,160.02,65.77083999999999,163.3521
Tyler Diamond,Orthodox,1991-03-18,170.18,65.77083999999999,174.0709
Tyler Hill,Switch,1991-08-10,190.5,77.11064,195.5085
Tyler Stinson,Orthodox,1986-01-17,190.5,77.11064,195.5085
Tyler Toner,Orthodox,1983-03-31,172.72,65.77083999999999,176.7506
Tyra Parker,Orthodox,,165.1,52.16308,168.7115
Tyron Woodley,Orthodox,1982-04-07,175.26,77.11064,179.4303
Tyrone Roberts,Orthodox,,175.26,83.91452,179.4303
Tyson Griffin,Orthodox,1984-04-20,167.64000000000001,65.77083999999999,171.3912
Tyson Pedro,Orthodox,1991-09-17,190.5,92.98636,195.5085
Ulka Sasaki,Southpaw,1989-10-07,177.8,56.699,182.11
Ulysses Gomez,Orthodox,1983-05-25,167.64000000000001,56.699,171.3912
Uriah Hall,Orthodox,1984-07-31,182.88,83.91452,187.46939999999998
Urijah Faber,Orthodox,1979-05-14,167.64000000000001,61.23492,171.3912
Vagner Rocha,Orthodox,1982-06-06,177.8,70.30676,182.11
Valentijn Overeem,Orthodox,1976-08-17,190.5,104.32616,195.5085
Valentina Shevchenko,Southpaw,1988-03-07,165.1,56.699,168.7115
Valeri Ignatov,Orthodox,,175.26,77.11064,179.4303
Valerie Letourneau,Orthodox,1983-04-29,170.18,52.16308,174.0709
Valmir Lazaro,Orthodox,1985-08-15,182.88,70.30676,187.46939999999998
Vaughan Lee,Orthodox,1982-10-15,167.64000000000001,56.699,171.3912
Vernon Ramos,Orthodox,1992-06-03,167.64000000000001,77.11064,171.3912
Vernon White,Southpaw,1971-12-03,182.88,92.98636,187.46939999999998
Veronica Macedo,Southpaw,1995-10-30,162.56,56.699,166.0318
Veta Arteaga,Orthodox,,170.18,56.699,174.0709
Vicente Luque,Orthodox,1991-11-27,180.34,77.11064,184.7897
Victor Jones,Orthodox,,,65.77083999999999,
Victor Reyna,Southpaw,1986-08-05,180.34,77.11064,184.7897
Victor Valenzuela,Orthodox,,177.8,70.30676,182.11
Victor Valimaki,Orthodox,,182.88,92.98636,187.46939999999998
Vik Grujic,Orthodox,1977-02-06,180.34,77.11064,184.7897
Viktor Pesta,Orthodox,1990-07-15,190.5,108.86207999999999,195.5085
Vinc Pichel,Orthodox,1982-11-23,177.8,70.30676,182.11
Vince Morales,Orthodox,1990-11-12,170.18,61.23492,174.0709
Vince Murdock,Orthodox,1991-03-21,170.18,65.77083999999999,174.0709
Vincent Eazelle,Orthodox,1980-12-07,180.34,70.30676,184.7897
Vinicius Magalhaes,Orthodox,1971-07-30,,65.77083999999999,
Vinicius Moreira,Orthodox,1989-02-28,193.04,83.91452,198.1882
Vinicius Queiroz,Orthodox,1983-08-29,200.66,99.79024,206.22729999999999
Vinny Magalhaes,Orthodox,1984-07-02,190.5,92.98636,195.5085
Virgil Zwicker,Orthodox,1982-06-26,187.96,92.98636,192.8288
Virna Jandiroba,Orthodox,1988-05-30,160.02,52.16308,163.3521
Viscardi Andrade,Orthodox,1984-03-08,180.34,77.11064,184.7897
Vitaly Minakov,Orthodox,1985-02-06,187.96,112.944408,192.8288
Vitor Belfort,Southpaw,1977-04-01,182.88,83.91452,187.46939999999998
Vitor Miranda,Orthodox,1979-03-10,185.42,83.91452,190.14909999999998
Vitor Ribeiro,Orthodox,1979-02-24,172.72,69.853168,176.7506
Vitor Vianna,Orthodox,,,92.98636,
Viviane Araujo,Orthodox,1986-11-21,162.56,61.23492,166.0318
Viviane Pereira,Orthodox,1993-08-28,154.94,52.16308,157.99269999999999
Vladimir Matyushenko,Orthodox,1971-01-04,182.88,92.98636,187.46939999999998
Volkan Oezdemir,Orthodox,1989-09-19,187.96,92.98636,192.8288
Waachiim Spiritwolf,Orthodox,,172.72,77.11064,176.7506
Wade Shipp,Orthodox,1975-02-09,190.5,111.13004,195.5085
Wagner Campos,Southpaw,1981-07-31,167.64000000000001,65.77083999999999,171.3912
Wagner Prado,Southpaw,1986-12-30,182.88,92.98636,187.46939999999998
Wagner Silva,Orthodox,1987-02-07,182.88,77.11064,187.46939999999998
Wagner da Conceicao Martins,Orthodox,1978-05-19,200.66,176.90088,206.22729999999999
Wagnney Fabiano,Southpaw,1975-07-14,167.64000000000001,65.77083999999999,171.3912
Walel Watson,Orthodox,1984-07-16,180.34,61.23492,184.7897
Wallid Ismail,Orthodox,1968-02-23,170.18,92.98636,174.0709
Walt Harris,Southpaw,1983-06-10,195.57999999999998,113.398,200.86789999999996
Walter Smith-Cotito,Orthodox,,172.72,61.23492,176.7506
Wanderlei Silva,Orthodox,1976-07-03,180.34,92.98636,184.7897
Wang Guan,Orthodox,1986-03-14,175.26,65.77083999999999,179.4303
Warlley Alves,Orthodox,1991-01-04,180.34,77.11064,184.7897
Wataru Sakata,Southpaw,1973-03-11,175.26,88.45044,179.4303
Waylon Kennell,Orthodox,,182.88,83.91452,187.46939999999998
Waylon Lowe,Southpaw,1980-10-31,170.18,65.77083999999999,174.0709
Wayne Cole,Orthodox,,185.42,92.98636,190.14909999999998
Wayne Phillips,Orthodox,1983-06-17,,83.91452,
Weili Zhang,Switch,1989-08-13,162.56,52.16308,166.0318
Wellington Turman,Orthodox,1996-07-22,182.88,83.91452,187.46939999999998
Wendell Oliveira,Orthodox,1983-06-01,177.8,77.11064,182.11
Wes Albritton,Orthodox,,177.8,85.275296,182.11
Wes Combs,Orthodox,1973-06-18,187.96,92.98636,192.8288
Wes Shivers,Orthodox,,203.2,,208.90699999999998
Wes Sims,Orthodox,1979-08-04,208.28,117.93392,214.2664
Wesley Correira,Orthodox,1978-11-11,190.5,117.93392,195.5085
Wesley Little,Orthodox,,193.04,92.98636,198.1882
Will Brooks,Orthodox,1986-10-08,177.8,70.30676,182.11
Will Campuzano,Orthodox,1986-05-27,175.26,56.699,179.4303
Will Chope,Switch,1990-09-08,193.04,65.77083999999999,198.1882
Will Kerr,Orthodox,1982-10-21,177.8,70.30676,182.11
Will Ribeiro,Orthodox,1983-02-17,172.72,61.23492,176.7506
Will Santiago,Orthodox,1983-02-08,170.18,83.91452,174.0709
Willamy Freire,Orthodox,1987-07-28,172.72,70.30676,176.7506
William Patolino,Orthodox,1991-07-01,180.34,77.11064,184.7897
Willie Gates,Orthodox,1987-01-21,172.72,56.699,176.7506
Willie Parks,Orthodox,1983-11-04,177.8,83.91452,182.11
Willie Peeters,Orthodox,1965-10-26,175.26,99.79024,179.4303
Wilson Gouveia,Orthodox,1978-10-03,185.42,83.91452,190.14909999999998
Wilson Reis,Southpaw,1985-01-06,162.56,56.699,166.0318
Won Jin Eoh,Orthodox,,170.18,72.57472,174.0709
Won Sik Park,Orthodox,,180.34,69.853168,184.7897
Wu Yanan,Orthodox,1996-04-18,172.72,56.699,176.7506
Wuliji Buren,Orthodox,1989-03-01,175.26,61.23492,179.4303
Xavier Foupa-Pokam,Open Stance,1982-07-03,185.42,83.91452,190.14909999999998
Xavier Siller,Orthodox,1994-06-06,165.1,56.699,168.7115
Xue Do Won,Orthodox,,170.18,74.84268,174.0709
Yair Rodriguez,Orthodox,1992-10-06,180.34,65.77083999999999,184.7897
Yan Cabral,Orthodox,1983-05-13,180.34,70.30676,184.7897
Yan Pellerin,Orthodox,,180.34,92.98636,184.7897
Yan Xiaonan,Orthodox,1989-06-16,165.1,52.16308,168.7115
Yana Kunitskaya,Orthodox,1989-11-11,167.64000000000001,61.23492,171.3912
Yancy Medeiros,Orthodox,1987-09-07,177.8,70.30676,182.11
Yao Zhikui,Orthodox,1991-02-07,165.1,56.699,168.7115
Yaotzin Meza,Orthodox,1981-02-04,175.26,65.77083999999999,179.4303
Yasuhiro Urushitani,Southpaw,1976-09-08,165.1,56.699,168.7115
Yasuhito Namekawa,Orthodox,1974-10-27,175.26,92.98636,179.4303
Yazan Hajeh,Orthodox,1992-09-04,175.26,65.77083999999999,179.4303
Yoel Romero,Southpaw,1977-04-30,182.88,83.91452,187.46939999999998
Yohan Banks,Orthodox,,,,
Yoislandy Izquierdo,Southpaw,1984-01-09,180.34,70.30676,184.7897
Yoji Anjo,Orthodox,1967-03-28,180.34,92.98636,184.7897
Yoko Takahashi,Orthodox,1973-04-20,172.72,68.0388,176.7506
Yokthai Sithoar,Orthodox,1974-12-25,170.18,64.863656,174.0709
Yorgan De Castro,Orthodox,1986-12-19,182.88,113.398,187.46939999999998
Yosdenis Cedeno,Orthodox,1985-02-12,172.72,70.30676,176.7506
Yoshiaki Yatsu,Orthodox,1956-07-19,185.42,74.84268,190.14909999999998
Yoshihiro Akiyama,Orthodox,1975-07-29,177.8,77.11064,182.11
Yoshihiro Nakao,Southpaw,1972-06-25,182.88,99.79024,187.46939999999998
Yoshihiro Takayama,Orthodox,1968-09-19,195.57999999999998,127.00576,200.86789999999996
Yoshihisa Yamamoto,Southpaw,1970-07-04,187.96,99.79024,192.8288
Yoshiki Takahashi,Southpaw,1969-03-13,180.34,90.264808,184.7897
Yoshiro Maeda,Southpaw,1981-10-31,170.18,63.049288,174.0709
Yoshiyuki Yoshida,Southpaw,1974-05-10,180.34,77.11064,184.7897
Yosuke Nishijima,Orthodox,1973-05-15,175.26,92.98636,179.4303
Young Sam Jung,Orthodox,1985-10-27,172.72,63.049288,176.7506
Yuhi Sano,Orthodox,1965-02-02,180.34,110.222856,184.7897
Yui Chul Nam,Orthodox,1981-07-16,175.26,65.77083999999999,179.4303
Yuji Hisamatsu,Orthodox,1971-09-18,177.8,83.91452,182.11
Yuji Nagata,Orthodox,1968-04-24,182.88,102.0582,187.46939999999998
Yuki Ishikawa,Orthodox,,180.34,92.98636,184.7897
